Date,Description,Reference_No,Withdrawal,Deposit,Balance
2024-11-07,PAYROLL-AND-OPERATIONS,PAYROLL629729,582016886.41,,-111776214609.0701
2024-11-07,VENDOR-PAYMENT-STEEL,VENDOR365932,610324448.89,,-112386539057.9601
2024-11-07,NEFT-SUBSIDIARY-TRANSFER,NEFT150219,,184950062.72,-112201588995.2401
2024-11-07,VENDOR-PAYMENT-STEEL,VENDOR774120,280394840.51,,-112481983835.75009
2024-11-07,NEFT-SUBSIDIARY-TRANSFER,NEFT103172,,119580492.68,-112362403343.0701
2024-11-08,PAYROLL-AND-OPERATIONS,PAYROLL920530,329196387.39,,-112691599730.4601
2024-11-08,CAPEX-MACHINERY,CAPEX784834,135913252.71,,-112827512983.1701
2024-11-08,NEFT-SUBSIDIARY-TRANSFER,NEFT782852,,133041144.99,-112694471838.1801
2024-11-08,RTGS-DEALER-PAYMENT,RTGS510310,,377814623.35,-112316657214.8301
2024-11-08,RTGS-DEALER-PAYMENT,RTGS325123,,478238042.21,-111838419172.62009
2024-11-08,VENDOR-PAYMENT-STEEL,VENDOR395829,276385464.89,,-112114804637.51009
2024-11-08,PAYROLL-AND-OPERATIONS,PAYROLL727796,299657132.49,,-112414461770.00009
2024-11-08,RTGS-DEALER-PAYMENT,RTGS536202,,451177084.9,-111963284685.1001
2024-11-09,NEFT-SUBSIDIARY-TRANSFER,NEFT970263,,390176265.58,-111573108419.5201
2024-11-09,NEFT-SUBSIDIARY-TRANSFER,NEFT217331,,342065877.21,-111231042542.31009
2024-11-09,PAYROLL-AND-OPERATIONS,PAYROLL185419,198501411.37,,-111429543953.68008
2024-11-10,VENDOR-PAYMENT-STEEL,VENDOR324374,549656363.55,,-111979200317.23009
2024-11-10,NEFT-SUBSIDIARY-TRANSFER,NEFT739431,,330058189.1,-111649142128.13008
2024-11-10,NEFT-SUBSIDIARY-TRANSFER,NEFT181013,,364730037.38,-111284412090.75008
2024-11-11,TAX-OUTFLOW,TAX873474,172714238.03,,-111457126328.78008
2024-11-11,VENDOR-PAYMENT-STEEL,VENDOR445914,463233132.85,,-111920359461.63008
2024-11-11,NEFT-SUBSIDIARY-TRANSFER,NEFT153969,,149192745.63,-111771166716.00008
2024-11-11,TAX-OUTFLOW,TAX910729,167841191.06,,-111939007907.06007
2024-11-11,CAPEX-MACHINERY,CAPEX722670,431186500.26,,-112370194407.32007
2024-11-12,PAYROLL-AND-OPERATIONS,PAYROLL883820,798533591.89,,-113168727999.21007
2024-11-12,NEFT-SUBSIDIARY-TRANSFER,NEFT662614,,199783347.81,-112968944651.40007
2024-11-12,RTGS-DEALER-PAYMENT,RTGS218806,,165455428.86,-112803489222.54007
2024-11-12,CAPEX-MACHINERY,CAPEX184390,611245341.0,,-113414734563.54007
2024-11-13,CAPEX-MACHINERY,CAPEX737359,496685263.79,,-113911419827.33006
2024-11-13,RTGS-DEALER-PAYMENT,RTGS812520,,478908051.22,-113432511776.11006
2024-11-13,RTGS-DEALER-PAYMENT,RTGS363987,,313750195.68,-113118761580.43007
2024-11-13,TAX-OUTFLOW,TAX840072,553937652.35,,-113672699232.78008
2024-11-14,NEFT-SUBSIDIARY-TRANSFER,NEFT641992,,281580433.34,-113391118799.44008
2024-11-14,RTGS-DEALER-PAYMENT,RTGS683796,,360763973.07,-113030354826.37007
2024-11-14,NEFT-SUBSIDIARY-TRANSFER,NEFT204633,,352460591.74,-112677894234.63007
2024-11-14,CAPEX-MACHINERY,CAPEX126335,531649503.32,,-113209543737.95007
2024-11-15,CAPEX-MACHINERY,CAPEX531384,266689906.09,,-113476233644.04007
2024-11-15,PAYROLL-AND-OPERATIONS,PAYROLL420323,165210115.6,,-113641443759.64008
2024-11-15,RTGS-DEALER-PAYMENT,RTGS655058,,483404477.26,-113158039282.38008
2024-11-15,VENDOR-PAYMENT-STEEL,VENDOR416509,425032063.64,,-113583071346.02008
2024-11-15,CAPEX-MACHINERY,CAPEX801255,128098066.96,,-113711169412.98009
2024-11-15,VENDOR-PAYMENT-STEEL,VENDOR682440,65570132.98,,-113776739545.96008
2024-11-16,PAYROLL-AND-OPERATIONS,PAYROLL261017,324381119.89,,-114101120665.85008
2024-11-16,CAPEX-MACHINERY,CAPEX567905,349604428.44,,-114450725094.29008
2024-11-17,NEFT-SUBSIDIARY-TRANSFER,NEFT768083,,196430242.24,-114254294852.05008
2024-11-17,TAX-OUTFLOW,TAX967101,728626617.98,,-114982921470.03008
2024-11-17,PAYROLL-AND-OPERATIONS,PAYROLL412235,782742375.99,,-115765663846.02008
2024-11-17,TAX-OUTFLOW,TAX223737,535287985.97,,-116300951831.99008
2024-11-18,RTGS-DEALER-PAYMENT,RTGS763718,,476049763.05,-115824902068.94008
2024-11-18,TAX-OUTFLOW,TAX708173,709340975.5,,-116534243044.44008
2024-11-18,TAX-OUTFLOW,TAX524962,249355575.89,,-116783598620.33008
2024-11-19,RTGS-DEALER-PAYMENT,RTGS221048,,208473029.27,-116575125591.06007
2024-11-19,NEFT-SUBSIDIARY-TRANSFER,NEFT775279,,299103581.67,-116276022009.39008
2024-11-19,VENDOR-PAYMENT-STEEL,VENDOR435901,535873204.8,,-116811895214.19008
2024-11-20,VENDOR-PAYMENT-STEEL,VENDOR276125,260850138.59,,-117072745352.78008
2024-11-20,NEFT-SUBSIDIARY-TRANSFER,NEFT279262,,465047553.96,-116607697798.82007
2024-11-20,CAPEX-MACHINERY,CAPEX404400,500932502.17,,-117108630300.99007
2024-11-21,VENDOR-PAYMENT-STEEL,VENDOR759722,562356591.17,,-117670986892.16006
2024-11-21,PAYROLL-AND-OPERATIONS,PAYROLL201457,528850778.38,,-118199837670.54007
2024-11-21,CAPEX-MACHINERY,CAPEX165087,505742224.2,,-118705579894.74007
2024-11-21,TAX-OUTFLOW,TAX754921,130706845.56,,-118836286740.30006
2024-11-22,CAPEX-MACHINERY,CAPEX720645,623057393.68,,-119459344133.98006
2024-11-22,RTGS-DEALER-PAYMENT,RTGS993753,,201339089.77,-119258005044.21005
2024-11-22,VENDOR-PAYMENT-STEEL,VENDOR299377,428259747.72,,-119686264791.93005
2024-11-22,RTGS-DEALER-PAYMENT,RTGS622438,,440096301.99,-119246168489.94005
2024-11-22,CAPEX-MACHINERY,CAPEX322945,728743539.72,,-119974912029.66005
2024-11-23,PAYROLL-AND-OPERATIONS,PAYROLL193269,397664180.15,,-120372576209.81004
2024-11-23,NEFT-SUBSIDIARY-TRANSFER,NEFT801876,,134618495.22,-120237957714.59004
2024-11-23,NEFT-SUBSIDIARY-TRANSFER,NEFT908412,,498003073.63,-119739954640.96004
2024-11-23,VENDOR-PAYMENT-STEEL,VENDOR399299,375908974.08,,-120115863615.04004
2024-11-24,RTGS-DEALER-PAYMENT,RTGS986128,,486772023.35,-119629091591.69003
2024-11-24,NEFT-SUBSIDIARY-TRANSFER,NEFT316133,,229334013.17,-119399757578.52003
2024-11-24,RTGS-DEALER-PAYMENT,RTGS860797,,446769430.46,-118952988148.06003
2024-11-24,VENDOR-PAYMENT-STEEL,VENDOR249795,496098266.45,,-119449086414.51003
2024-11-24,CAPEX-MACHINERY,CAPEX655249,769182439.85,,-120218268854.36003
2024-11-24,CAPEX-MACHINERY,CAPEX935829,149739661.06,,-120368008515.42003
2024-11-24,CAPEX-MACHINERY,CAPEX658818,137016994.16,,-120505025509.58003
2024-11-24,RTGS-DEALER-PAYMENT,RTGS757126,,491175773.2,-120013849736.38004
2024-11-24,VENDOR-PAYMENT-STEEL,VENDOR516451,685589251.59,,-120699438987.97003
2024-11-24,PAYROLL-AND-OPERATIONS,PAYROLL279630,439510875.78,,-121138949863.75003
2024-11-25,RTGS-DEALER-PAYMENT,RTGS464460,,496977176.07,-120641972687.68002
2024-11-25,TAX-OUTFLOW,TAX141328,212245998.88,,-120854218686.56003
2024-11-26,VENDOR-PAYMENT-STEEL,VENDOR398144,620041082.88,,-121474259769.44003
2024-11-26,RTGS-DEALER-PAYMENT,RTGS755003,,338680111.63,-121135579657.81003
2024-11-27,RTGS-DEALER-PAYMENT,RTGS608090,,360491678.69,-120775087979.12003
2024-11-27,NEFT-SUBSIDIARY-TRANSFER,NEFT550115,,330603079.42,-120444484899.70003
2024-11-27,RTGS-DEALER-PAYMENT,RTGS546134,,380027951.39,-120064456948.31003
2024-11-27,RTGS-DEALER-PAYMENT,RTGS712311,,207313286.41,-119857143661.90002
2024-11-27,NEFT-SUBSIDIARY-TRANSFER,NEFT752265,,145509566.56,-119711634095.34003
2024-11-27,NEFT-SUBSIDIARY-TRANSFER,NEFT421433,,163992473.46,-119547641621.88002
2024-11-27,VENDOR-PAYMENT-STEEL,VENDOR951026,195129029.63,,-119742770651.51003
2024-11-28,RTGS-DEALER-PAYMENT,RTGS859018,,300403905.84,-119442366745.67003
2024-11-28,PAYROLL-AND-OPERATIONS,PAYROLL292082,243471728.76,,-119685838474.43002
2024-11-28,NEFT-SUBSIDIARY-TRANSFER,NEFT730552,,463779716.28,-119222058758.15002
2024-11-28,NEFT-SUBSIDIARY-TRANSFER,NEFT660756,,243923775.18,-118978134982.97003
2024-11-28,PAYROLL-AND-OPERATIONS,PAYROLL334861,730888156.66,,-119709023139.63004
2024-11-28,NEFT-SUBSIDIARY-TRANSFER,NEFT496574,,135248305.53,-119573774834.10004
2024-11-28,PAYROLL-AND-OPERATIONS,PAYROLL687736,674105752.94,,-120247880587.04004
2024-11-29,TAX-OUTFLOW,TAX998275,412328062.59,,-120660208649.63004
2024-11-29,TAX-OUTFLOW,TAX569214,441128098.25,,-121101336747.88004
2024-11-30,CAPEX-MACHINERY,CAPEX958407,238813979.36,,-121340150727.24004
2024-12-01,PAYROLL-AND-OPERATIONS,PAYROLL285911,117070284.8,,-121457221012.04004
2024-12-01,PAYROLL-AND-OPERATIONS,PAYROLL336113,768832769.36,,-122226053781.40004
2024-12-01,RTGS-DEALER-PAYMENT,RTGS168280,,126841632.1,-122099212149.30003
2024-12-01,PAYROLL-AND-OPERATIONS,PAYROLL749365,768791744.24,,-122868003893.54004
2024-12-01,RTGS-DEALER-PAYMENT,RTGS535345,,270814147.92,-122597189745.62004
2024-12-02,CAPEX-MACHINERY,CAPEX813614,627495071.92,,-123224684817.54004
2024-12-02,RTGS-DEALER-PAYMENT,RTGS139466,,448992088.84,-122775692728.70004
2024-12-02,RTGS-DEALER-PAYMENT,RTGS109337,,476258333.27,-122299434395.43004
2024-12-02,VENDOR-PAYMENT-STEEL,VENDOR766971,362684324.2,,-122662118719.63004
2024-12-02,NEFT-SUBSIDIARY-TRANSFER,NEFT297315,,320936699.94,-122341182019.69003
2024-12-03,RTGS-DEALER-PAYMENT,RTGS194087,,347336059.47,-121993845960.22003
2024-12-03,CAPEX-MACHINERY,CAPEX758883,608332387.81,,-122602178348.03003
2024-12-03,TAX-OUTFLOW,TAX986910,582220533.89,,-123184398881.92003
2024-12-03,TAX-OUTFLOW,TAX891327,305950197.02,,-123490349078.94003
2024-12-03,NEFT-SUBSIDIARY-TRANSFER,NEFT150098,,131163568.49,-123359185510.45003
2024-12-03,PAYROLL-AND-OPERATIONS,PAYROLL831694,617317526.77,,-123976503037.22003
2024-12-04,VENDOR-PAYMENT-STEEL,VENDOR358600,231254110.82,,-124207757148.04004
2024-12-04,NEFT-SUBSIDIARY-TRANSFER,NEFT139787,,155560325.9,-124052196822.14005
2024-12-04,TAX-OUTFLOW,TAX392277,275411279.88,,-124327608102.02005
2024-12-05,RTGS-DEALER-PAYMENT,RTGS976552,,137561312.94,-124190046789.08005
2024-12-05,TAX-OUTFLOW,TAX987848,698361518.25,,-124888408307.33005
2024-12-05,CAPEX-MACHINERY,CAPEX190729,577432166.04,,-125465840473.37004
2024-12-05,CAPEX-MACHINERY,CAPEX510963,618197988.77,,-126084038462.14005
2024-12-05,CAPEX-MACHINERY,CAPEX877382,103767625.28,,-126187806087.42004
2024-12-06,TAX-OUTFLOW,TAX897167,279269670.56,,-126467075757.98004
2024-12-06,CAPEX-MACHINERY,CAPEX145722,452492193.4,,-126919567951.38004
2024-12-06,CAPEX-MACHINERY,CAPEX482330,794558772.85,,-127714126724.23004
2024-12-06,PAYROLL-AND-OPERATIONS,PAYROLL253815,260839047.96,,-127974965772.19005
2024-12-06,RTGS-DEALER-PAYMENT,RTGS457701,,189238853.56,-127785726918.63005
2024-12-07,NEFT-SUBSIDIARY-TRANSFER,NEFT702070,,223375057.8,-127562351860.83005
2024-12-07,TAX-OUTFLOW,TAX317871,358155223.28,,-127920507084.11005
2024-12-08,TAX-OUTFLOW,TAX692056,786599935.71,,-128707107019.82005
2024-12-08,NEFT-SUBSIDIARY-TRANSFER,NEFT961088,,120887077.84,-128586219941.98006
2024-12-09,CAPEX-MACHINERY,CAPEX271149,266334035.27,,-128852553977.25006
2024-12-09,CAPEX-MACHINERY,CAPEX289593,110675619.75,,-128963229597.00006
2024-12-09,NEFT-SUBSIDIARY-TRANSFER,NEFT512617,,219007372.23,-128744222224.77007
2024-12-09,NEFT-SUBSIDIARY-TRANSFER,NEFT608343,,193822696.42,-128550399528.35007
2024-12-09,PAYROLL-AND-OPERATIONS,PAYROLL938751,626967478.39,,-129177367006.74007
2024-12-09,NEFT-SUBSIDIARY-TRANSFER,NEFT806770,,210393787.82,-128966973218.92006
2024-12-10,PAYROLL-AND-OPERATIONS,PAYROLL725086,605456494.41,,-129572429713.33006
2024-12-10,VENDOR-PAYMENT-STEEL,VENDOR719515,583432768.97,,-130155862482.30006
2024-12-10,CAPEX-MACHINERY,CAPEX127564,345352408.73,,-130501214891.03006
2024-12-10,CAPEX-MACHINERY,CAPEX856719,510857159.33,,-131012072050.36006
2024-12-10,PAYROLL-AND-OPERATIONS,PAYROLL662163,668364108.53,,-131680436158.89006
2024-12-10,CAPEX-MACHINERY,CAPEX819059,452237539.35,,-132132673698.24007
2024-12-10,VENDOR-PAYMENT-STEEL,VENDOR701901,245653393.18,,-132378327091.42006
2024-12-11,CAPEX-MACHINERY,CAPEX145841,279620999.17,,-132657948090.59006
2024-12-11,VENDOR-PAYMENT-STEEL,VENDOR747212,86961798.18,,-132744909888.77005
2024-12-11,TAX-OUTFLOW,TAX761878,640195085.54,,-133385104974.31004
2024-12-12,TAX-OUTFLOW,TAX486307,352966812.78,,-133738071787.09004
2024-12-12,NEFT-SUBSIDIARY-TRANSFER,NEFT559833,,306981430.03,-133431090357.06004
2024-12-13,RTGS-DEALER-PAYMENT,RTGS528283,,291422938.82,-133139667418.24004
2024-12-13,PAYROLL-AND-OPERATIONS,PAYROLL598300,537551974.25,,-133677219392.49004
2024-12-13,TAX-OUTFLOW,TAX386101,658605450.02,,-134335824842.51004
2024-12-13,PAYROLL-AND-OPERATIONS,PAYROLL284746,453099674.77,,-134788924517.28004
2024-12-13,NEFT-SUBSIDIARY-TRANSFER,NEFT877145,,452024406.47,-134336900110.81004
2024-12-13,TAX-OUTFLOW,TAX937148,461107119.8,,-134798007230.61005
2024-12-15,RTGS-DEALER-PAYMENT,RTGS465121,,400135454.78,-134397871775.83005
2024-12-15,VENDOR-PAYMENT-STEEL,VENDOR712890,641876990.25,,-135039748766.08005
2024-12-15,CAPEX-MACHINERY,CAPEX229072,140010590.2,,-135179759356.28004
2024-12-15,PAYROLL-AND-OPERATIONS,PAYROLL551401,234288189.06,,-135414047545.34004
2024-12-15,RTGS-DEALER-PAYMENT,RTGS915240,,456753897.1,-134957293648.24004
2024-12-15,CAPEX-MACHINERY,CAPEX650684,125882330.78,,-135083175979.02003
2024-12-15,NEFT-SUBSIDIARY-TRANSFER,NEFT984156,,143603330.82,-134939572648.20003
2024-12-16,VENDOR-PAYMENT-STEEL,VENDOR558298,109545564.53,,-135049118212.73003
2024-12-16,PAYROLL-AND-OPERATIONS,PAYROLL831599,452703288.05,,-135501821500.78003
2024-12-16,NEFT-SUBSIDIARY-TRANSFER,NEFT802305,,173998241.05,-135327823259.73003
2024-12-17,PAYROLL-AND-OPERATIONS,PAYROLL841336,541025090.57,,-135868848350.30003
2024-12-17,RTGS-DEALER-PAYMENT,RTGS628086,,179549250.64,-135689299099.66003
2024-12-17,NEFT-SUBSIDIARY-TRANSFER,NEFT481385,,219987953.06,-135469311146.60004
2024-12-18,VENDOR-PAYMENT-STEEL,VENDOR474734,126882534.2,,-135596193680.80003
2024-12-18,VENDOR-PAYMENT-STEEL,VENDOR374567,181011166.31,,-135777204847.11003
2024-12-18,CAPEX-MACHINERY,CAPEX197796,475986324.1,,-136253191171.21004
2024-12-18,PAYROLL-AND-OPERATIONS,PAYROLL960992,583796474.54,,-136836987645.75003
2024-12-19,PAYROLL-AND-OPERATIONS,PAYROLL524206,67276635.86,,-136904264281.61003
2024-12-19,VENDOR-PAYMENT-STEEL,VENDOR274575,509908062.54,,-137414172344.15002
2024-12-20,CAPEX-MACHINERY,CAPEX768305,713357303.15,,-138127529647.30002
2024-12-20,TAX-OUTFLOW,TAX291432,718373151.01,,-138845902798.31003
2024-12-21,CAPEX-MACHINERY,CAPEX906030,618402279.81,,-139464305078.12003
2024-12-21,PAYROLL-AND-OPERATIONS,PAYROLL668217,109070574.05,,-139573375652.17
2024-12-22,PAYROLL-AND-OPERATIONS,PAYROLL561989,108375517.53,,-139681751169.7
2024-12-22,TAX-OUTFLOW,TAX463515,352155010.6,,-140033906180.30002
2024-12-22,PAYROLL-AND-OPERATIONS,PAYROLL849422,498143607.32,,-140532049787.62003
2024-12-22,NEFT-SUBSIDIARY-TRANSFER,NEFT821609,,333957177.09,-140198092610.53003
2024-12-22,NEFT-SUBSIDIARY-TRANSFER,NEFT334518,,471532262.83,-139726560347.70004
2024-12-22,RTGS-DEALER-PAYMENT,RTGS724129,,226971532.58,-139499588815.12006
2024-12-22,VENDOR-PAYMENT-STEEL,VENDOR577516,790903910.11,,-140290492725.23004
2024-12-23,CAPEX-MACHINERY,CAPEX894285,333294645.9,,-140623787371.13004
2024-12-23,NEFT-SUBSIDIARY-TRANSFER,NEFT242258,,365937643.29,-140257849727.84003
2024-12-24,PAYROLL-AND-OPERATIONS,PAYROLL730197,239464538.17,,-140497314266.01004
2024-12-24,RTGS-DEALER-PAYMENT,RTGS527560,,353370333.38,-140143943932.63004
2024-12-24,CAPEX-MACHINERY,CAPEX930756,262472012.12,,-140406415944.75003
2024-12-25,PAYROLL-AND-OPERATIONS,PAYROLL473551,250243071.47,,-140656659016.22003
2024-12-25,TAX-OUTFLOW,TAX908601,465780461.76,,-141122439477.98004
2024-12-25,RTGS-DEALER-PAYMENT,RTGS624091,,422939696.83,-140699499781.15005
2024-12-25,TAX-OUTFLOW,TAX200682,559890516.74,,-141259390297.89005
2024-12-25,CAPEX-MACHINERY,CAPEX664513,725654170.28,,-141985044468.17004
2024-12-26,PAYROLL-AND-OPERATIONS,PAYROLL403234,446928920.66,,-142431973388.83005
2024-12-26,NEFT-SUBSIDIARY-TRANSFER,NEFT327844,,432526856.21,-141999446532.62006
2024-12-27,TAX-OUTFLOW,TAX482477,135139370.76,,-142134585903.38007
2024-12-27,TAX-OUTFLOW,TAX559521,509544909.33,,-142644130812.71005
2024-12-27,PAYROLL-AND-OPERATIONS,PAYROLL994262,478208405.41,,-143122339218.12006
2024-12-28,NEFT-SUBSIDIARY-TRANSFER,NEFT368430,,194393615.41,-142927945602.71005
2024-12-28,NEFT-SUBSIDIARY-TRANSFER,NEFT334012,,298048404.88,-142629897197.83005
2024-12-28,PAYROLL-AND-OPERATIONS,PAYROLL912138,422754758.88,,-143052651956.71005
2024-12-28,RTGS-DEALER-PAYMENT,RTGS947961,,372423152.55,-142680228804.16006
2024-12-28,RTGS-DEALER-PAYMENT,RTGS340465,,479809856.74,-142200418947.42007
2024-12-28,NEFT-SUBSIDIARY-TRANSFER,NEFT535526,,458386772.85,-141742032174.57007
2024-12-28,TAX-OUTFLOW,TAX528532,198080643.86,,-141940112818.43005
2024-12-28,CAPEX-MACHINERY,CAPEX480990,549491035.97,,-142489603854.40005
2024-12-28,NEFT-SUBSIDIARY-TRANSFER,NEFT584194,,430733582.53,-142058870271.87006
2024-12-28,VENDOR-PAYMENT-STEEL,VENDOR400428,583134371.72,,-142642004643.59006
2024-12-29,CAPEX-MACHINERY,CAPEX545264,59598346.4,,-142701602989.99005
2024-12-29,VENDOR-PAYMENT-STEEL,VENDOR428702,540418118.56,,-143242021108.55005
2024-12-29,PAYROLL-AND-OPERATIONS,PAYROLL296788,622890007.89,,-143864911116.44006
2024-12-30,VENDOR-PAYMENT-STEEL,VENDOR630475,258046944.05,,-144122958060.49005
2024-12-30,PAYROLL-AND-OPERATIONS,PAYROLL999848,230681388.26,,-144353639448.75006
2024-12-30,VENDOR-PAYMENT-STEEL,VENDOR136812,728105799.24,,-145081745247.99005
2024-12-30,VENDOR-PAYMENT-STEEL,VENDOR193738,318112299.92,,-145399857547.91006
2024-12-31,VENDOR-PAYMENT-STEEL,VENDOR354587,493401814.92,,-145893259362.83008
2024-12-31,RTGS-DEALER-PAYMENT,RTGS675683,,259405683.06,-145633853679.77008
2025-01-01,VENDOR-PAYMENT-STEEL,VENDOR375482,160635372.67,,-145794489052.4401
2025-01-01,TAX-OUTFLOW,TAX449304,236918967.95,,-146031408020.3901
2025-01-01,TAX-OUTFLOW,TAX693951,315796241.79,,-146347204262.1801
2025-01-02,VENDOR-PAYMENT-STEEL,VENDOR199753,153897014.4,,-146501101276.5801
2025-01-02,RTGS-DEALER-PAYMENT,RTGS588424,,388196430.13,-146112904846.4501
2025-01-02,CAPEX-MACHINERY,CAPEX362721,515956463.2,,-146628861309.65012
2025-01-02,PAYROLL-AND-OPERATIONS,PAYROLL980989,527026614.62,,-147155887924.2701
2025-01-02,CAPEX-MACHINERY,CAPEX650244,397164742.04,,-147553052666.31012
2025-01-02,RTGS-DEALER-PAYMENT,RTGS113033,,104758540.81,-147448294125.50012
2025-01-02,NEFT-SUBSIDIARY-TRANSFER,NEFT569496,,384168497.16,-147064125628.34012
2025-01-03,RTGS-DEALER-PAYMENT,RTGS860231,,423428692.37,-146640696935.97012
2025-01-03,VENDOR-PAYMENT-STEEL,VENDOR199820,591512401.92,,-147232209337.89014
2025-01-03,RTGS-DEALER-PAYMENT,RTGS811065,,326492426.7,-146905716911.19012
2025-01-04,CAPEX-MACHINERY,CAPEX417657,141474627.43,,-147047191538.62012
2025-01-04,NEFT-SUBSIDIARY-TRANSFER,NEFT828021,,352693548.58,-146694497990.04013
2025-01-04,PAYROLL-AND-OPERATIONS,PAYROLL962468,250743352.86,,-146945241342.90012
2025-01-04,VENDOR-PAYMENT-STEEL,VENDOR942961,575993452.71,,-147521234795.6101
2025-01-04,NEFT-SUBSIDIARY-TRANSFER,NEFT929464,,393756404.6,-147127478391.0101
2025-01-04,TAX-OUTFLOW,TAX951676,764769355.09,,-147892247746.1001
2025-01-04,NEFT-SUBSIDIARY-TRANSFER,NEFT526268,,418237426.7,-147474010319.4001
2025-01-04,TAX-OUTFLOW,TAX819108,333092216.73,,-147807102536.1301
2025-01-04,NEFT-SUBSIDIARY-TRANSFER,NEFT580528,,255940401.34,-147551162134.7901
2025-01-04,TAX-OUTFLOW,TAX236525,567800783.64,,-148118962918.4301
2025-01-05,TAX-OUTFLOW,TAX732782,109368063.98,,-148228330982.41013
2025-01-05,TAX-OUTFLOW,TAX758413,775127839.03,,-149003458821.44012
2025-01-05,CAPEX-MACHINERY,CAPEX550187,451566515.66,,-149455025337.10013
2025-01-05,NEFT-SUBSIDIARY-TRANSFER,NEFT282431,,306531008.31,-149148494328.79013
2025-01-05,NEFT-SUBSIDIARY-TRANSFER,NEFT482743,,339904587.56,-148808589741.23013
2025-01-05,CAPEX-MACHINERY,CAPEX601087,742725064.0,,-149551314805.23013
2025-01-05,TAX-OUTFLOW,TAX790841,606280587.82,,-150157595393.05014
2025-01-05,NEFT-SUBSIDIARY-TRANSFER,NEFT235236,,373586579.61,-149784008813.44016
2025-01-06,TAX-OUTFLOW,TAX555316,242186807.14,,-150026195620.58017
2025-01-06,RTGS-DEALER-PAYMENT,RTGS713473,,494225064.26,-149531970556.32016
2025-01-06,RTGS-DEALER-PAYMENT,RTGS297891,,184957903.39,-149347012652.93015
2025-01-06,PAYROLL-AND-OPERATIONS,PAYROLL681077,309269337.77,,-149656281990.70013
2025-01-07,NEFT-SUBSIDIARY-TRANSFER,NEFT733769,,466783130.68,-149189498860.02014
2025-01-07,RTGS-DEALER-PAYMENT,RTGS824423,,335909839.19,-148853589020.83014
2025-01-07,CAPEX-MACHINERY,CAPEX123179,708632309.34,,-149562221330.17014
2025-01-08,CAPEX-MACHINERY,CAPEX381016,371918979.03,,-149934140309.20013
2025-01-08,CAPEX-MACHINERY,CAPEX460242,628827004.72,,-150562967313.92014
2025-01-08,RTGS-DEALER-PAYMENT,RTGS471321,,398785827.91,-150164181486.01013
2025-01-08,RTGS-DEALER-PAYMENT,RTGS197322,,304614327.95,-149859567158.06012
2025-01-09,RTGS-DEALER-PAYMENT,RTGS432182,,414052463.55,-149445514694.51013
2025-01-09,CAPEX-MACHINERY,CAPEX452749,559409261.86,,-150004923956.37012
2025-01-09,RTGS-DEALER-PAYMENT,RTGS973452,,321835419.64,-149683088536.7301
2025-01-09,RTGS-DEALER-PAYMENT,RTGS494934,,173731126.62,-149509357410.1101
2025-01-09,VENDOR-PAYMENT-STEEL,VENDOR297917,87348269.71,,-149596705679.8201
2025-01-09,PAYROLL-AND-OPERATIONS,PAYROLL635985,532164205.4,,-150128869885.2201
2025-01-10,RTGS-DEALER-PAYMENT,RTGS867549,,106735502.79,-150022134382.43008
2025-01-10,VENDOR-PAYMENT-STEEL,VENDOR680036,156621697.06,,-150178756079.49008
2025-01-10,RTGS-DEALER-PAYMENT,RTGS902141,,335491346.85,-149843264732.64008
2025-01-11,TAX-OUTFLOW,TAX459096,750353127.12,,-150593617859.76007
2025-01-11,RTGS-DEALER-PAYMENT,RTGS152370,,152748548.37,-150440869311.39008
2025-01-11,VENDOR-PAYMENT-STEEL,VENDOR989224,231479970.92,,-150672349282.3101
2025-01-11,VENDOR-PAYMENT-STEEL,VENDOR193955,750493414.85,,-151422842697.1601
2025-01-12,RTGS-DEALER-PAYMENT,RTGS305070,,440844774.89,-150981997922.27008
2025-01-13,RTGS-DEALER-PAYMENT,RTGS981569,,450348404.0,-150531649518.27008
2025-01-13,TAX-OUTFLOW,TAX461937,325673290.0,,-150857322808.27008
2025-01-13,NEFT-SUBSIDIARY-TRANSFER,NEFT684759,,201775375.56,-150655547432.71008
2025-01-14,VENDOR-PAYMENT-STEEL,VENDOR767169,439863957.37,,-151095411390.08008
2025-01-14,PAYROLL-AND-OPERATIONS,PAYROLL710708,722607232.66,,-151818018622.74008
2025-01-14,VENDOR-PAYMENT-STEEL,VENDOR880261,670020335.18,,-152488038957.92007
2025-01-14,TAX-OUTFLOW,TAX760273,183963131.5,,-152672002089.42007
2025-01-15,CAPEX-MACHINERY,CAPEX481818,426492708.54,,-153098494797.96008
2025-01-15,PAYROLL-AND-OPERATIONS,PAYROLL170418,677867087.13,,-153776361885.0901
2025-01-15,NEFT-SUBSIDIARY-TRANSFER,NEFT854000,,379882532.44,-153396479352.6501
2025-01-15,PAYROLL-AND-OPERATIONS,PAYROLL994422,647830376.71,,-154044309729.36008
2025-01-15,CAPEX-MACHINERY,CAPEX303700,606127817.27,,-154650437546.63007
2025-01-16,PAYROLL-AND-OPERATIONS,PAYROLL914648,158996625.53,,-154809434172.16006
2025-01-16,NEFT-SUBSIDIARY-TRANSFER,NEFT126925,,374726504.54,-154434707667.62006
2025-01-17,TAX-OUTFLOW,TAX285814,671826408.36,,-155106534075.98004
2025-01-17,PAYROLL-AND-OPERATIONS,PAYROLL150615,527615070.29,,-155634149146.27005
2025-01-18,TAX-OUTFLOW,TAX203850,532392855.08,,-156166542001.35004
